Release.Date,Season,Episode,Episode.Title,Name,Sentence,lemma,tokens
2019-04-14,Season 8,Episode 1,Winterfell,varys,you overestimate our influence. jon and daenerys do not want to listen to lonely old men.,overestimate influence jon daenerys want listen lonely old men,"['overestimate', 'influence', 'jon', 'daenerys', 'want', 'listen', 'lonely', 'old', 'men']"
2019-04-14,Season 8,Episode 1,Winterfell,tyrion lannister,i am not that old.,old,['old']
2019-04-14,Season 8,Episode 1,Winterfell,tyrion lannister,not as old as him.,old,['old']
2019-04-14,Season 8,Episode 1,Winterfell,tyrion lannister,our queen respects the wisdom of age.,queen respect wisdom age,"['queen', 'respect', 'wisdom', 'age']"
2019-04-14,Season 8,Episode 1,Winterfell,varys,"of course she does. respect is how the young keep us at a distance, so we do not remind them of an unpleasant truth.",course respect young keep u distance remind unpleasant truth,"['course', 'respect', 'young', 'keep', 'u', 'distance', 'remind', 'unpleasant', 'truth']"
2019-04-14,Season 8,Episode 1,Winterfell,tyrion lannister,what is that?,,[]
2019-04-14,Season 8,Episode 1,Winterfell,varys,nothing lasts.,nothing last,"['nothing', 'last']"
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,your sister does not like me.,sister like,"['sister', 'like']"
2019-04-14,Season 8,Episode 1,Winterfell,jon snow,"she does not know you. if it makes you feel any better, she did not like me either when we  growing up.",know make feel better like either growing,"['know', 'make', 'feel', 'better', 'like', 'either', 'growing']"
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,she does not need to be my friend but i am her queen. if she can not respect me-,need friend queen respect,"['need', 'friend', 'queen', 'respect']"
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,how many today?,many today,"['many', 'today']"
2019-04-14,Season 8,Episode 1,Winterfell,dothraki man,only eighteen goats and eleven sheep.,eighteen goat eleven sheep,"['eighteen', 'goat', 'eleven', 'sheep']"
2019-04-14,Season 8,Episode 1,Winterfell,jon snow,what is the matter?,matter,['matter']
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,the dragons are barely eating.,dragon barely eating,"['dragon', 'barely', 'eating']"
2019-04-14,Season 8,Episode 1,Winterfell,jon snow,what is wrong with them?,wrong,['wrong']
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,they do not like the north.,like north,"['like', 'north']"
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,go on.,go,['go']
2019-04-14,Season 8,Episode 1,Winterfell,jon snow,i do not know how to ride a dragon.,know ride dragon,"['know', 'ride', 'dragon']"
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,nobody does. until they ride a dragon.,nobody ride dragon,"['nobody', 'ride', 'dragon']"
2019-04-14,Season 8,Episode 1,Winterfell,jon snow,what if he does not want me to?,want,['want']
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,"then i have enjoyed your company, jon snow.",enjoyed company jon snow,"['enjoyed', 'company', 'jon', 'snow']"
2019-04-14,Season 8,Episode 1,Winterfell,jon snow,what do i hold onto?,hold onto,"['hold', 'onto']"
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,whatever you can.,whatever,['whatever']
2019-04-14,Season 8,Episode 1,Winterfell,jon snow,you have completely ruined horses for me.,completely ruined horse,"['completely', 'ruined', 'horse']"
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,we could stay a thousand years-,could stay thousand year,"['could', 'stay', 'thousand', 'year']"
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,no one would find us.,one would find u,"['one', 'would', 'find', 'u']"
2019-04-14,Season 8,Episode 1,Winterfell,jon snow,we would be pretty old.,would pretty old,"['would', 'pretty', 'old']"
2019-04-14,Season 8,Episode 1,Winterfell,jon snow,it is cold up here for a southern girl.,cold southern girl,"['cold', 'southern', 'girl']"
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,so keep your queen warm.,keep queen warm,"['keep', 'queen', 'warm']"
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,do not be afraid.,afraid,['afraid']
2019-04-14,Season 8,Episode 1,Winterfell,man,gendry?,gendry,['gendry']
2019-04-14,Season 8,Episode 1,Winterfell,man,he is here.,,[]
2019-04-14,Season 8,Episode 1,Winterfell,gendry baratheon,it is not easy making a blade that big with dragonglass.,easy making blade big dragonglass,"['easy', 'making', 'blade', 'big', 'dragonglass']"
2019-04-14,Season 8,Episode 1,Winterfell,sandor,"you are saying you are good, is that it?",saying good,"['saying', 'good']"
2019-04-14,Season 8,Episode 1,Winterfell,gendry baratheon,i am just saying it is a tricky material to-,saying tricky material,"['saying', 'tricky', 'material']"
2019-04-14,Season 8,Episode 1,Winterfell,sandor,you know who makes weapons for the wildlings? cripples and cocksuckers. which one are you?,know make weapon wildlings cripple cocksucker one,"['know', 'make', 'weapon', 'wildlings', 'cripple', 'cocksucker', 'one']"
2019-04-14,Season 8,Episode 1,Winterfell,arya stark,leave him be.,leave,['leave']
2019-04-14,Season 8,Episode 1,Winterfell,sandor,i heard you  here. you left me to die.,heard left die,"['heard', 'left', 'die']"
2019-04-14,Season 8,Episode 1,Winterfell,arya stark,first i robbed you.,first robbed,"['first', 'robbed']"
2019-04-14,Season 8,Episode 1,Winterfell,sandor,"you are a cold little bitch, are not you? guess that is why you are still alive.",cold little bitch guess still alive,"['cold', 'little', 'bitch', 'guess', 'still', 'alive']"
2019-04-14,Season 8,Episode 1,Winterfell,arya stark,that was a nice ax you made for him. you have gotten better.,nice ax made gotten better,"['nice', 'ax', 'made', 'gotten', 'better']"
2019-04-14,Season 8,Episode 1,Winterfell,gendry baratheon,"yeah, thanks. so have you.",yeah thanks,"['yeah', 'thanks']"
2019-04-14,Season 8,Episode 1,Winterfell,gendry baratheon,"i mean, you look good.",mean look good,"['mean', 'look', 'good']"
2019-04-14,Season 8,Episode 1,Winterfell,arya stark,thanks. so do you.,thanks,['thanks']
2019-04-14,Season 8,Episode 1,Winterfell,gendry baratheon,"it is not a bad place to grow up, if it was not so cold.",bad place grow cold,"['bad', 'place', 'grow', 'cold']"
2019-04-14,Season 8,Episode 1,Winterfell,arya stark,"stay close to that forge, then.",stay close forge,"['stay', 'close', 'forge']"
2019-04-14,Season 8,Episode 1,Winterfell,gendry baratheon,"is that a command, lady stark?",command lady stark,"['command', 'lady', 'stark']"
2019-04-14,Season 8,Episode 1,Winterfell,arya stark,do not call me that.,call,['call']
2019-04-14,Season 8,Episode 1,Winterfell,gendry baratheon,"as you wish, milady.",wish milady,"['wish', 'milady']"
2019-04-14,Season 8,Episode 1,Winterfell,arya stark,here's my wish.,here's wish,"[""here's"", 'wish']"
2019-04-14,Season 8,Episode 1,Winterfell,arya stark,can you make it?,make,['make']
2019-04-14,Season 8,Episode 1,Winterfell,gendry baratheon,what do you need something like this for?,need something like,"['need', 'something', 'like']"
2019-04-14,Season 8,Episode 1,Winterfell,arya stark,can you make it or not?,make,['make']
2019-04-14,Season 8,Episode 1,Winterfell,gendry baratheon,you already have a sword. what is that?,already sword,"['already', 'sword']"
2019-04-14,Season 8,Episode 1,Winterfell,gendry baratheon,it is valyrian steel. i always knew you  just another rich girl.,valyrian steel always knew another rich girl,"['valyrian', 'steel', 'always', 'knew', 'another', 'rich', 'girl']"
2019-04-14,Season 8,Episode 1,Winterfell,arya stark,you do not know any other rich girls.,know rich girl,"['know', 'rich', 'girl']"
2019-04-14,Season 8,Episode 1,Winterfell,sansa stark,come in.,come,['come']
2019-04-14,Season 8,Episode 1,Winterfell,sansa stark,"lord glover wishes us good fortune, but he is staying in deepwood motte with his men.",lord glover wish u good fortune staying deepwood motte men,"['lord', 'glover', 'wish', 'u', 'good', 'fortune', 'staying', 'deepwood', 'motte', 'men']"
2019-04-14,Season 8,Episode 1,Winterfell,jon snow,"house glover will stand behind house stark as we have for a thousand years."" is not that what he said?",house glover stand behind house stark thousand year said,"['house', 'glover', 'stand', 'behind', 'house', 'stark', 'thousand', 'year', 'said']"
2019-04-14,Season 8,Episode 1,Winterfell,sansa stark,"i will stand behind jon snow,"" he said.",stand behind jon snow said,"['stand', 'behind', 'jon', 'snow', 'said']"
2019-04-14,Season 8,Episode 1,Winterfell,sansa stark,the king in the north.,king north,"['king', 'north']"
2019-04-14,Season 8,Episode 1,Winterfell,jon snow,i told you we needed allies.,told needed ally,"['told', 'needed', 'ally']"
2019-04-14,Season 8,Episode 1,Winterfell,sansa stark,you did not tell me you  going to abandon your crown.,tell going abandon crown,"['tell', 'going', 'abandon', 'crown']"
2019-04-14,Season 8,Episode 1,Winterfell,jon snow,"i never wanted a crown. all i wanted was to protect the north. i brought two armies home with me, two dragons.",never wanted crown wanted protect north brought two army home two dragon,"['never', 'wanted', 'crown', 'wanted', 'protect', 'north', 'brought', 'two', 'army', 'home', 'two', 'dragon']"
2019-04-14,Season 8,Episode 1,Winterfell,sansa stark,and a targaryen queen.,targaryen queen,"['targaryen', 'queen']"
2019-04-14,Season 8,Episode 1,Winterfell,jon snow,"do you think we can beat the army of the dead without her? i fought them, sansa. twice. you want to worry about who holds what title, i am telling you it does not matter. without her, we do not stand a chance.",think beat army dead without fought sansa twice want worry hold title telling matter without stand chance,"['think', 'beat', 'army', 'dead', 'without', 'fought', 'sansa', 'twice', 'want', 'worry', 'hold', 'title', 'telling', 'matter', 'without', 'stand', 'chance']"
2019-04-14,Season 8,Episode 1,Winterfell,jon snow,do you have any faith in me at all?,faith,['faith']
2019-04-14,Season 8,Episode 1,Winterfell,sansa stark,you know i do.,know,['know']
2019-04-14,Season 8,Episode 1,Winterfell,jon snow,she will be a good queen. for all of us. she is not her father.,good queen u father,"['good', 'queen', 'u', 'father']"
2019-04-14,Season 8,Episode 1,Winterfell,sansa stark,"no, she is much prettier.",much prettier,"['much', 'prettier']"
2019-04-14,Season 8,Episode 1,Winterfell,sansa stark,did you bend the knee to save the north or because you love her?,bend knee save north love,"['bend', 'knee', 'save', 'north', 'love']"
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,oh!,oh,['oh']
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,so you are the man?,man,['man']
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"um. which man am i, your grace?",um man grace,"['um', 'man', 'grace']"
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,the one who saved ser jorah when no one else could.,one saved ser jorah one else could,"['one', 'saved', 'ser', 'jorah', 'one', 'else', 'could']"
2019-04-14,Season 8,Episode 1,Winterfell,jorah mormont,"they could, they just would not.",could would,"['could', 'would']"
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,i will have to make some changes in the citadel when i take my throne. a great service merits a great reward.,make change citadel take throne great service merit great reward,"['make', 'change', 'citadel', 'take', 'throne', 'great', 'service', 'merit', 'great', 'reward']"
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"oh, it is my honor to serve you, your grace.",oh honor serve grace,"['oh', 'honor', 'serve', 'grace']"
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen," , there must be something i could give you.",must something could give,"['must', 'something', 'could', 'give']"
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"if it is not too much trouble, i could use a pardon.",much trouble could use pardon,"['much', 'trouble', 'could', 'use', 'pardon']"
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,for what crime?,crime,['crime']
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"um, i borrowed a few books from the citadel.",um borrowed book citadel,"['um', 'borrowed', 'book', 'citadel']"
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,and also a sword.,also sword,"['also', 'sword']"
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,from the citadel?,citadel,['citadel']
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,from my family. it is been in house tarly for generations.,family house tarly generation,"['family', 'house', 'tarly', 'generation']"
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"it wouldo ve been mine anyway, eventually, but my father had other ideas.",wouldo mine anyway eventually father idea,"['wouldo', 'mine', 'anyway', 'eventually', 'father', 'idea']"
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,not randyll tarly?,randyll tarly,"['randyll', 'tarly']"
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,you know him?,know,['know']
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,i offered to let him retain his lands and titles if he bent the knee. he refused.,offered let retain land title bent knee refused,"['offered', 'let', 'retain', 'land', 'title', 'bent', 'knee', 'refused']"
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"  at least i will be allowed home again, now that my brother's the lord.",least allowed home brother's lord,"['least', 'allowed', 'home', ""brother's"", 'lord']"
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,your brother stood with your father.,brother stood father,"['brother', 'stood', 'father']"
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"hm. thank you, your grace. for telling me. and m- may i?",hm thank grace telling may,"['hm', 'thank', 'grace', 'telling', 'may']"
2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,of course.,course,['course']
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,what are you doing out here?,,[]
2019-04-14,Season 8,Episode 1,Winterfell,bran stark,"waiting, for an old friend. it is time to tell jon the truth.",waiting old friend time tell jon truth,"['waiting', 'old', 'friend', 'time', 'tell', 'jon', 'truth']"
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"no, no. you are his brother. should not you tell him?",brother tell,"['brother', 'tell']"
2019-04-14,Season 8,Episode 1,Winterfell,bran stark,i am not his brother. he trusts you more than anyone. now's the time.,brother trust anyone now's time,"['brother', 'trust', 'anyone', ""now's"", 'time']"
2019-04-14,Season 8,Episode 1,Winterfell,jon snow,sam?,sam,['sam']
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"i am sorry, i know i am not supposed to be down here.",sorry know supposed,"['sorry', 'know', 'supposed']"
